pzvID|label|prediction
7310|0|0.02793238
7311|0|0.03959412
7312|0|0.02688148
7313|0|0.04913794
7314|0|0.02254863
7315|0|0.21274120
7316|0|0.05202166
7317|0|0.13499539
7601|0|0.14941313
7602|0|0.09734269
7603|0|0.17624869
7604|0|0.04491037
7605|0|0.02890844
7606|0|0.01896959
7607|0|0.00721113
7608|0|0.00837905
7609|0|0.01484146
7610|0|0.00290257
7611|0|0.07491575
7612|0|0.19836354
7613|0|0.06881387
7614|0|0.03730110
7615|0|0.06149848
7616|0|0.02459880
7617|0|0.13499539
7701|0|0.13348904
7702|0|0.14412613
7703|0|0.18479703
7704|0|0.55491744
7705|0|0.46346838
7706|0|0.04520998
7707|0|0.03150362
7708|0|0.01197169
7709|0|0.02105597
7710|0|0.13195729
7711|0|0.03584566
7712|0|0.02853991
7713|0|0.12599230
7714|0|0.04052185
7715|0|0.12774406
7716|0|0.03502775
7717|0|0.13499539
7801|0|0.06528345
7802|0|0.12693194
7803|0|0.04762113
7804|0|0.05365081
7805|1|0.07584641
7806|0|0.02198608
7807|0|0.02902949
7808|0|0.09918878
7809|0|0.02300734
7810|0|0.02184244
7811|0|0.04577297
7812|0|0.02883404
7813|0|0.04775767
7814|0|0.11071574
7815|0|0.09576221
7816|1|0.28589361
7817|0|0.13499539
7901|0|0.22378946
7902|0|0.14031816
7903|0|0.05861181
7904|0|0.10621707
7905|1|0.40955103
7906|0|0.18874171
7907|0|0.18288118
7908|0|0.01919830
7909|0|0.04172515
7910|0|0.03033972
7911|0|0.04174732
7912|1|0.14154784
7913|0|0.02921148
7914|0|0.07959148
7915|0|0.14216075
7916|0|0.06299813
7917|0|0.13499539
8101|0|0.18935491
8102|1|0.44940738
8103|1|0.10060445
8104|0|0.06376862
8105|0|0.02018452
8106|0|0.08861419
8107|0|0.03370162
8108|0|0.01367763
8109|0|0.04839613
8110|0|0.02465499
8111|0|0.01884239
8112|0|0.05923372
8113|1|0.07009120
8114|0|0.12038386
8115|0|0.05888653
8116|0|0.08109442
8117|0|0.13499539
8201|0|0.05947980
8202|0|0.05015147
8203|0|0.07353837
8204|0|0.01829136
8205|0|0.02398677
8206|0|0.54724430
8207|0|0.07161192
8208|0|0.53383763
8209|0|0.15159161
8210|0|0.25558141
8211|0|0.08349939
8212|0|0.04151613
8213|0|0.12827913
8214|1|0.11954056
8215|0|0.04808094
8216|0|0.05787862
8217|0|0.13499539
8301|0|0.03168122
8302|0|0.14484543
8303|0|0.14188780
8304|0|0.09328328
8305|0|0.14453713
8306|0|0.15333265
8307|0|0.03436880
8308|0|0.11373723
8309|0|0.01030258
8310|0|0.02208392
8311|0|0.02295279
8312|0|0.02702784
8313|0|0.16775861
8314|0|0.11896695
8315|0|0.27456573
8316|1|0.10452746
8317|0|0.13499539
8401|0|0.07766477
8402|1|0.93635051
8403|0|0.09899519
8404|1|0.01380703
8405|0|0.09624494
8406|0|0.04731305
8407|1|0.05381911
8408|0|0.35669853
8409|0|0.28379089
8410|0|0.13095838
8411|0|0.01853725
8412|0|0.02613711
8413|0|0.03191438
8414|0|0.07122630
8415|0|0.03233123
8416|0|0.04866856
8417|0|0.13499539
8501|0|0.12549932
8502|0|0.11620726
8503|0|0.04536392
8504|1|0.17564500
8505|0|0.05901524
8506|0|0.02455242
8507|0|0.00274170
8508|0|0.08525367
8509|0|0.07910466
8510|1|0.14920761
8511|1|0.07527134
8512|0|0.06733770
8513|0|0.01508690
8514|0|0.17827176
8515|0|0.10190778
8516|0|0.08649765
8517|0|0.13499539
8601|0|0.01813128
8602|0|0.12239793
8603|0|0.07069735
8604|0|0.05795263
8605|0|0.04188871
8606|0|0.15056385
8607|0|0.06666296
8608|0|0.05125299
8609|0|0.01559566
8610|0|0.00215682
8611|0|0.01518402
8612|0|0.04781891
8613|0|0.02377651
8614|0|0.05860936
8615|1|0.04161753
8616|0|0.04887781
8617|1|0.13499539
8701|0|0.13334272
8702|0|0.18083764
8703|0|0.00265351
8704|0|0.14380674
8705|0|0.00382967
8706|0|0.50101816
8707|0|0.05773775
8708|0|0.00646693
8709|0|0.02263409
